TRANSACTION_ID,LINE_ITEM_ID,CUSTOMER_ID,TRANSACTION_DT,STORE_ID,CHANNEL_TYPE,PRODUCT_ID,QTY,UNIT_PRICE
S0000600740,1,54744,2018-04-13 04:43:00.000,97,S,902,6,2.89
S0000600741,1,54789,2018-03-15 14:25:00.000,30,S,902,1,2.89
S0000600742,1,54885,2018-05-02 16:57:00.000,105,S,906,5,24.99
S0000600743,1,54914,2018-03-18 18:10:00.000,36,S,909,8,190.5
S0000600744,1,54921,2018-04-15 09:51:00.000,35,S,901,6,2.15
S0000600745,1,54967,2018-05-18 08:00:00.000,55,S,905,8,399.89
S0000600746,1,54997,2018-04-15 19:56:00.000,101,S,905,2,399.89
S0000600747,1,55040,2018-04-05 11:59:00.000,27,S,903,2,299.99
S0000600748,1,55119,2018-04-13 03:25:00.000,117,S,900,2,0.99
S0000600749,1,55155,2018-04-07 00:41:00.000,118,S,911,6,80
S0000600750,1,55501,2018-04-20 23:28:00.000,117,S,903,7,299.99
S0000600751,1,55614,2018-04-22 11:55:00.000,40,S,907,2,89.99
S0000600752,1,55827,2018-04-21 16:46:00.000,30,S,901,6,2.15
S0000600753,1,55936,2018-04-23 13:44:00.000,44,S,906,7,24.99
S0000600754,1,55974,2018-04-25 20:35:00.000,89,S,901,6,2.15
S0000600755,1,56217,2018-04-07 04:04:00.000,102,S,909,8,190.5
S0000600756,1,56226,2018-05-02 05:15:00.000,119,S,907,1,89.99
S0000600757,1,56244,2018-03-23 06:49:00.000,60,S,906,7,24.99
S0000600758,1,56427,2018-03-18 06:22:00.000,112,S,905,4,399.89
S0000600759,1,56509,2018-05-05 07:00:00.000,69,S,903,5,299.99
S0000600760,1,56614,2018-03-27 19:19:00.000,28,S,900,6,0.99
S0000600761,1,56626,2018-04-15 11:23:00.000,102,S,900,4,0.99
S0000600762,1,56637,2018-04-07 10:18:00.000,75,S,905,8,399.89
S0000600763,1,56891,2018-03-17 07:56:00.000,81,S,906,6,24.99
S0000600764,1,56893,2018-05-11 10:21:00.000,106,S,911,5,80
S0000600765,1,56909,2018-05-09 17:42:00.000,76,S,904,7,5.89
S0000600766,1,56935,2018-04-25 15:59:00.000,40,S,906,5,24.99
S0000600767,1,57163,2018-05-03 02:41:00.000,33,S,911,1,80
S0000600768,1,57176,2018-05-14 10:30:00.000,106,S,903,2,299.99
S0000600769,1,57623,2018-04-30 18:01:00.000,46,S,910,3,1.99
S0000600770,1,57648,2018-03-24 01:55:00.000,114,S,903,6,299.99
S0000600771,1,57715,2018-04-21 00:07:00.000,64,S,911,1,80
S0000600772,1,57818,2018-05-09 21:16:00.000,31,S,911,8,80
S0000600773,1,58020,2018-05-13 19:12:00.000,96,S,907,1,89.99
S0000600774,1,58185,2018-04-08 22:41:00.000,120,S,902,1,2.89
S0000600775,1,58353,2018-05-17 01:01:00.000,28,S,904,2,5.89
S0000600776,1,58378,2018-04-23 17:41:00.000,38,S,907,2,89.99
S0000600777,1,58432,2018-04-08 18:34:00.000,61,S,906,8,24.99
S0000600778,1,58449,2018-03-14 21:35:00.000,116,S,907,6,89.99
S0000600779,1,58576,2018-05-10 16:25:00.000,38,S,907,3,89.99
S0000600780,1,58641,2018-04-12 11:02:00.000,96,S,901,5,2.15
S0000600781,1,58693,2018-03-19 14:22:00.000,111,S,904,4,5.89
S0000600782,1,58821,2018-03-29 06:47:00.000,107,S,907,6,89.99
S0000600783,1,58829,2018-04-17 01:43:00.000,54,S,902,3,2.89
S0000600784,1,58898,2018-05-16 07:17:00.000,40,S,901,8,2.15
S0000600785,1,58992,2018-03-18 04:00:00.000,72,S,903,2,299.99
S0000600786,1,58999,2018-03-25 19:54:00.000,25,S,901,7,2.15
S0000600787,1,59026,2018-04-03 18:20:00.000,94,S,900,2,0.99
S0000600788,1,59092,2018-04-14 02:17:00.000,95,S,904,1,5.89
S0000600789,1,59101,2018-05-10 12:54:00.000,30,S,910,1,1.99
S0000600790,1,59102,2018-03-29 07:03:00.000,98,S,908,2,82
S0000600791,1,59126,2018-04-17 06:20:00.000,107,S,907,4,89.99
S0000600792,1,59159,2018-04-10 10:30:00.000,62,S,904,4,5.89
S0000600793,1,59248,2018-04-10 11:42:00.000,71,S,903,4,299.99
S0000600794,1,59329,2018-04-17 22:33:00.000,94,S,902,4,2.89
S0000600795,1,59438,2018-04-18 08:28:00.000,114,S,909,2,190.5
S0000600796,1,59569,2018-05-05 13:34:00.000,80,S,904,2,5.89
S0000600797,1,59732,2018-04-22 03:05:00.000,53,S,906,6,24.99
S0000600798,1,59855,2018-03-24 08:29:00.000,84,S,900,1,0.99
S0000600799,1,59910,2018-05-07 08:58:00.000,67,S,907,6,89.99
S0000600800,1,59992,2018-04-25 00:20:00.000,37,S,909,3,190.5
S0000600801,1,60032,2018-05-10 14:22:00.000,78,S,904,3,5.89
S0000600802,1,60065,2018-05-13 09:38:00.000,112,S,904,5,5.89
S0000600803,1,60100,2018-04-29 21:46:00.000,89,S,911,1,80
S0000600804,1,60107,2018-05-02 17:25:00.000,88,S,905,2,399.89
S0000600805,1,60111,2018-05-13 14:50:00.000,65,S,911,4,80
S0000600806,1,60188,2018-05-09 16:20:00.000,48,S,902,3,2.89
S0000600807,1,60295,2018-04-17 15:09:00.000,54,S,910,2,1.99
S0000600808,1,60313,2018-05-04 18:03:00.000,103,S,904,3,5.89
S0000600809,1,60407,2018-04-13 09:12:00.000,56,S,902,8,2.89
S0000600810,1,60425,2018-04-30 20:47:00.000,26,S,906,1,24.99
S0000600811,1,60460,2018-04-24 20:20:00.000,68,S,909,4,190.5
S0000600812,1,60663,2018-04-03 20:55:00.000,68,S,900,1,0.99
S0000600813,1,60761,2018-03-15 17:39:00.000,89,S,909,6,190.5
S0000600814,1,60773,2018-03-30 12:27:00.000,59,S,908,2,82
S0000600815,1,60992,2018-04-08 07:32:00.000,83,S,907,5,89.99
S0000600816,1,61025,2018-05-17 11:50:00.000,118,S,905,1,399.89
S0000600817,1,61153,2018-04-09 17:11:00.000,118,S,908,7,82
S0000600818,1,61174,2018-05-01 00:55:00.000,55,S,903,7,299.99
S0000600819,1,61218,2018-04-01 20:14:00.000,36,S,908,4,82
S0000600820,1,61322,2018-04-05 16:57:00.000,51,S,901,3,2.15
S0000600821,1,61340,2018-03-30 14:01:00.000,110,S,906,2,24.99
S0000600822,1,61366,2018-05-14 04:32:00.000,73,S,901,1,2.15
S0000600823,1,61461,2018-04-09 02:23:00.000,100,S,904,8,5.89
S0000600824,1,61513,2018-04-11 21:28:00.000,39,S,901,2,2.15
S0000600825,1,61564,2018-03-28 10:56:00.000,118,S,911,6,80
S0000600826,1,61590,2018-05-15 08:40:00.000,90,S,904,4,5.89
S0000600827,1,61602,2018-05-08 18:12:00.000,49,S,908,5,82
S0000600828,1,61629,2018-03-30 14:41:00.000,51,S,908,3,82
S0000600829,1,61638,2018-03-22 15:52:00.000,38,S,908,3,82
S0000600830,1,61646,2018-04-13 08:08:00.000,82,S,906,4,24.99
S0000600831,1,61766,2018-04-27 21:37:00.000,49,S,910,4,1.99
S0000600832,1,61829,2018-04-13 14:21:00.000,119,S,905,8,399.89
S0000600833,1,61882,2018-03-17 01:07:00.000,41,S,910,4,1.99
S0000600834,1,61908,2018-04-13 13:49:00.000,97,S,900,1,0.99
S0000600835,1,61935,2018-04-08 14:37:00.000,49,S,903,2,299.99
S0000600836,1,61969,2018-03-17 16:49:00.000,79,S,904,8,5.89
S0000600837,1,62191,2018-05-08 03:09:00.000,76,S,909,1,190.5
S0000600838,1,62207,2018-03-19 08:11:00.000,35,S,908,8,82
S0000600839,1,62257,2018-04-02 14:42:00.000,117,S,903,5,299.99
S0000600840,1,62350,2018-04-24 18:59:00.000,26,S,900,1,0.99
S0000600841,1,62403,2018-04-21 22:00:00.000,111,S,904,3,5.89
S0000600842,1,62405,2018-04-30 15:39:00.000,76,S,904,1,5.89
S0000600843,1,62504,2018-04-22 02:19:00.000,46,S,906,3,24.99
S0000600844,1,62679,2018-05-04 02:18:00.000,67,S,907,5,89.99
S0000600845,1,62700,2018-04-20 08:16:00.000,92,S,902,4,2.89
S0000600846,1,62770,2018-04-20 22:10:00.000,77,S,901,8,2.15
S0000600847,1,62780,2018-05-18 06:52:00.000,39,S,904,8,5.89
S0000600848,1,62832,2018-03-27 01:49:00.000,116,S,907,1,89.99
S0000600849,1,62889,2018-04-09 11:23:00.000,50,S,910,1,1.99
S0000600850,1,62895,2018-04-26 20:14:00.000,33,S,903,3,299.99
S0000600851,1,63010,2018-04-29 15:40:00.000,24,S,906,6,24.99
S0000600852,1,63112,2018-03-17 17:34:00.000,54,S,910,1,1.99
S0000600853,1,63150,2018-04-09 05:10:00.000,118,S,903,4,299.99
S0000600854,1,63256,2018-04-08 20:38:00.000,106,S,903,5,299.99
S0000600855,1,63400,2018-05-03 15:00:00.000,55,S,900,6,0.99
S0000600856,1,63460,2018-05-15 01:58:00.000,46,S,910,7,1.99
S0000600857,1,63545,2018-03-30 18:22:00.000,56,S,902,3,2.89
S0000600858,1,63599,2018-05-03 14:49:00.000,45,S,903,1,299.99
S0000600859,1,63642,2018-05-09 05:45:00.000,68,S,911,2,80
S0000600860,1,63929,2018-05-06 18:00:00.000,40,S,904,2,5.89
S0000600861,1,64039,2018-03-18 05:20:00.000,78,S,904,2,5.89
S0000600862,1,65050,2018-04-17 15:56:00.000,60,S,903,2,299.99
S0000600863,1,65086,2018-03-18 23:48:00.000,107,S,911,5,80
S0000600864,1,65166,2018-05-02 20:51:00.000,98,S,901,1,2.15
S0000600865,1,65212,2018-04-24 11:21:00.000,79,S,900,6,0.99
S0000600866,1,65225,2018-03-16 01:33:00.000,60,S,911,1,80
S0000600867,1,65330,2018-04-18 02:55:00.000,84,S,905,4,399.89
S0000600868,1,65406,2018-04-21 07:01:00.000,53,S,906,5,24.99
S0000600869,1,65524,2018-04-19 17:42:00.000,96,S,908,5,82
S0000600870,1,65566,2018-04-09 08:23:00.000,117,S,905,2,399.89
S0000600871,1,65696,2018-05-16 07:03:00.000,115,S,907,6,89.99
S0000600872,1,65825,2018-04-30 21:53:00.000,77,S,900,4,0.99
S0000600873,1,65840,2018-03-15 17:29:00.000,56,S,908,8,82
S0000600874,1,65853,2018-04-08 13:38:00.000,102,S,910,1,1.99
S0000600875,1,65855,2018-04-08 14:13:00.000,64,S,902,6,2.89
S0000600876,1,74134,2018-03-28 15:08:00.000,64,S,906,5,24.99
S0000600877,1,74165,2018-04-20 22:58:00.000,79,S,902,1,2.89
S0000600878,1,74169,2018-05-01 23:55:00.000,118,S,907,6,89.99
S0000600879,1,74284,2018-03-29 07:58:00.000,50,S,908,2,82
S0000600880,1,74290,2018-05-15 02:54:00.000,69,S,907,6,89.99
S0000600881,1,74492,2018-03-23 02:59:00.000,58,S,902,4,2.89
S0000600882,1,74503,2018-04-26 22:12:00.000,116,S,902,8,2.89
S0000600883,1,74506,2018-04-16 02:43:00.000,96,S,910,2,1.99
S0000600884,1,74508,2018-03-14 02:10:00.000,104,S,910,5,1.99
S0000600885,1,74557,2018-04-06 03:48:00.000,121,S,901,8,2.15
S0000600886,1,74594,2018-03-21 16:20:00.000,35,S,905,5,399.89
S0000600887,1,74654,2018-05-11 02:42:00.000,31,S,908,1,82
S0000600888,1,74718,2018-04-28 12:26:00.000,87,S,905,8,399.89
S0000600889,1,74737,2018-04-14 05:59:00.000,83,S,900,2,0.99
S0000600890,1,74830,2018-05-03 10:28:00.000,101,S,907,8,89.99
S0000600891,1,74914,2018-03-19 17:59:00.000,85,S,908,4,82
S0000600892,1,74940,2018-04-25 05:53:00.000,104,S,911,2,80
S0000600893,1,75101,2018-04-06 16:42:00.000,116,S,900,4,0.99
S0000600894,1,75121,2018-05-03 21:24:00.000,105,S,903,3,299.99
S0000600895,1,75122,2018-05-13 22:19:00.000,72,S,911,6,80
S0000600896,1,75156,2018-05-08 03:49:00.000,57,S,905,8,399.89
S0000600897,1,75355,2018-04-03 15:02:00.000,51,S,910,1,1.99
S0000600898,1,75556,2018-04-16 11:55:00.000,54,S,904,4,5.89
S0000600899,1,75559,2018-05-03 21:53:00.000,45,S,910,3,1.99
S0000600900,1,75594,2018-04-28 00:48:00.000,108,S,908,6,82
S0000600901,1,75602,2018-04-27 00:32:00.000,77,S,904,4,5.89
S0000600902,1,75687,2018-03-27 09:09:00.000,72,S,910,6,1.99
S0000600903,1,75690,2018-03-31 12:52:00.000,24,S,906,7,24.99
S0000600904,1,75841,2018-03-29 14:45:00.000,28,S,901,2,2.15
S0000600905,1,75844,2018-04-05 12:29:00.000,86,S,900,3,0.99
S0000600906,1,75862,2018-04-03 14:03:00.000,39,S,909,5,190.5
S0000600907,1,75864,2018-04-29 19:03:00.000,96,S,907,4,89.99
S0000600908,1,76015,2018-04-30 10:22:00.000,40,S,907,7,89.99
S0000600909,1,76070,2018-05-06 02:52:00.000,54,S,906,4,24.99
S0000600910,1,76102,2018-05-14 18:48:00.000,118,S,906,7,24.99
S0000600911,1,76206,2018-04-02 15:54:00.000,42,S,902,1,2.89
S0000600912,1,76209,2018-05-01 20:48:00.000,65,S,900,5,0.99
S0000600913,1,76227,2018-04-29 01:14:00.000,39,S,908,5,82
S0000600914,1,76230,2018-05-13 21:58:00.000,116,S,903,6,299.99
S0000600915,1,76239,2018-03-25 01:33:00.000,74,S,908,5,82
S0000600916,1,76318,2018-04-16 06:42:00.000,37,S,905,1,399.89
S0000600917,1,76348,2018-04-24 12:31:00.000,35,S,906,8,24.99
S0000600918,1,76411,2018-05-07 10:18:00.000,39,S,902,1,2.89
S0000600919,1,76427,2018-04-27 10:28:00.000,44,S,906,2,24.99
S0000600920,1,76571,2018-03-31 10:01:00.000,114,S,908,5,82
S0000600921,1,76653,2018-04-11 20:55:00.000,110,S,908,2,82
S0000600922,1,76661,2018-04-05 23:02:00.000,32,S,907,2,89.99
S0000600923,1,76748,2018-03-14 23:58:00.000,30,S,911,7,80
S0000600924,1,76800,2018-05-10 22:18:00.000,118,S,907,4,89.99
S0000600925,1,76876,2018-05-04 21:30:00.000,30,S,910,6,1.99
S0000600926,1,76908,2018-04-20 22:09:00.000,64,S,907,1,89.99
S0000600927,1,76940,2018-04-14 20:49:00.000,84,S,902,3,2.89
S0000600928,1,77019,2018-05-09 12:03:00.000,40,S,907,5,89.99
S0000600929,1,77030,2018-03-15 05:27:00.000,31,S,910,1,1.99
S0000600930,1,77207,2018-04-04 01:54:00.000,26,S,910,5,1.99
S0000600931,1,77345,2018-05-13 12:56:00.000,96,S,908,2,82
S0000600932,1,77432,2018-04-17 10:44:00.000,45,S,909,2,190.5
S0000600933,1,77440,2018-03-26 02:16:00.000,4,S,905,6,399.89
S0000600934,1,77474,2018-04-06 01:24:00.000,114,S,900,3,0.99
S0000600935,1,77489,2018-04-06 04:13:00.000,78,S,900,6,0.99
S0000600936,1,77564,2018-04-18 21:23:00.000,66,S,908,6,82
S0000600937,1,77615,2018-04-05 14:42:00.000,37,S,908,6,82
S0000600938,1,77687,2018-03-29 03:43:00.000,26,S,910,3,1.99
S0000600939,1,77726,2018-04-25 03:37:00.000,27,S,901,6,2.15
S0000600940,1,77761,2018-03-21 17:02:00.000,100,S,906,6,24.99
S0000600941,1,77963,2018-04-04 21:25:00.000,55,S,903,4,299.99
S0000600942,1,78001,2018-05-06 22:23:00.000,25,S,903,3,299.99
S0000600943,1,78042,2018-03-19 09:28:00.000,66,S,905,5,399.89
S0000600944,1,78164,2018-05-12 06:36:00.000,37,S,904,8,5.89
S0000600945,1,78314,2018-05-10 02:32:00.000,96,S,900,4,0.99
S0000600946,1,78363,2018-03-31 13:18:00.000,64,S,910,5,1.99
S0000600947,1,78553,2018-03-29 00:11:00.000,44,S,909,7,190.5
S0000600948,1,78615,2018-03-23 01:33:00.000,82,S,904,6,5.89
S0000600949,1,78627,2018-05-15 05:44:00.000,34,S,909,1,190.5
S0000600950,1,78654,2018-03-22 12:13:00.000,118,S,908,2,82
S0000600951,1,78664,2018-04-11 05:25:00.000,79,S,906,5,24.99
S0000600952,1,78669,2018-04-05 19:27:00.000,54,S,906,5,24.99
S0000600953,1,78749,2018-03-14 20:27:00.000,65,S,901,3,2.15
S0000600954,1,78777,2018-05-10 11:49:00.000,113,S,904,7,5.89
S0000600955,1,78783,2018-05-07 00:27:00.000,82,S,905,8,399.89
S0000600956,1,78799,2018-03-16 03:08:00.000,84,S,904,4,5.89
S0000600957,1,78846,2018-03-24 06:28:00.000,119,S,903,7,299.99
S0000600958,1,78949,2018-04-23 09:10:00.000,92,S,905,8,399.89
S0000600959,1,78982,2018-04-05 11:35:00.000,102,S,905,5,399.89
S0000600960,1,79050,2018-04-20 00:35:00.000,75,S,901,2,2.15
S0000600961,1,79113,2018-05-08 03:34:00.000,25,S,909,7,190.5
S0000600962,1,79129,2018-04-07 16:18:00.000,108,S,908,4,82
S0000600963,1,79158,2018-03-22 08:15:00.000,74,S,903,4,299.99
S0000600964,1,79280,2018-03-19 01:45:00.000,91,S,911,6,80
S0000600965,1,79283,2018-04-30 21:47:00.000,89,S,901,7,2.15
S0000600966,1,79295,2018-04-27 05:35:00.000,92,S,901,1,2.15
S0000600967,1,79408,2018-03-24 12:47:00.000,66,S,903,2,299.99
S0000600968,1,79425,2018-05-07 11:56:00.000,55,S,905,7,399.89
S0000600969,1,79426,2018-05-05 19:07:00.000,56,S,903,8,299.99
S0000600970,1,79428,2018-04-21 13:38:00.000,44,S,905,3,399.89
S0000600971,1,79447,2018-03-21 09:01:00.000,111,S,900,6,0.99
S0000600972,1,79484,2018-03-22 20:08:00.000,84,S,911,4,80
S0000600973,1,79493,2018-05-03 03:01:00.000,31,S,910,4,1.99
S0000600974,1,79539,2018-04-25 15:58:00.000,118,S,908,8,82
S0000600975,1,79780,2018-04-27 17:51:00.000,110,S,904,3,5.89
S0000600976,1,79814,2018-03-22 07:46:00.000,44,S,902,7,2.89
S0000600977,1,79817,2018-04-26 20:22:00.000,91,S,909,4,190.5
S0000600978,1,79861,2018-04-21 17:52:00.000,7,S,908,2,82
S0000600979,1,79863,2018-05-03 19:49:00.000,31,S,908,3,82
S0000600980,1,80100,2018-03-16 15:53:00.000,29,S,908,7,82
S0000600981,1,80123,2018-05-13 23:08:00.000,50,S,910,7,1.99
S0000600982,1,80145,2018-04-20 07:06:00.000,55,S,908,6,82
S0000600983,1,80334,2018-04-27 06:33:00.000,92,S,906,6,24.99
S0000600984,1,80443,2018-05-08 12:55:00.000,46,S,900,6,0.99
S0000600985,1,80604,2018-04-08 18:19:00.000,44,S,909,3,190.5
S0000600986,1,80683,2018-04-12 18:41:00.000,98,S,909,8,190.5
S0000600987,1,80715,2018-03-17 21:54:00.000,41,S,903,6,299.99
S0000600988,1,80719,2018-05-15 22:58:00.000,90,S,902,3,2.89
S0000600989,1,80884,2018-04-20 15:00:00.000,33,S,903,7,299.99
S0000600990,1,81044,2018-04-03 04:36:00.000,68,S,901,6,2.15
S0000600991,1,81134,2018-04-11 11:33:00.000,96,S,904,3,5.89
S0000600992,1,81149,2018-04-14 05:43:00.000,71,S,904,1,5.89
S0000600993,1,81153,2018-04-20 01:25:00.000,32,S,910,8,1.99
S0000600994,1,81187,2018-04-07 20:20:00.000,94,S,908,5,82
S0000600995,1,81230,2018-04-04 03:46:00.000,114,S,909,1,190.5
S0000600996,1,81267,2018-04-05 05:24:00.000,70,S,900,6,0.99
S0000600997,1,81334,2018-03-24 07:07:00.000,69,S,910,2,1.99
S0000600998,1,81367,2018-04-19 22:51:00.000,74,S,902,2,2.89
S0000600999,1,81415,2018-04-17 09:59:00.000,69,S,906,5,24.99
S0000601000,1,81428,2018-04-13 10:23:00.000,104,S,904,5,5.89
S0000601001,1,81460,2018-05-13 09:39:00.000,102,S,909,5,190.5
S0000601002,1,81625,2018-03-28 08:32:00.000,79,S,910,1,1.99
S0000601003,1,81646,2018-03-23 20:34:00.000,85,S,903,2,299.99
S0000601004,1,81685,2018-03-22 20:28:00.000,118,S,904,1,5.89
S0000601005,1,81755,2018-04-14 23:32:00.000,18,S,911,1,80
S0000601006,1,81985,2018-04-22 06:49:00.000,53,S,900,6,0.99
S0000601007,1,82000,2018-03-28 05:00:00.000,107,S,900,5,0.99
S0000601008,1,82020,2018-04-17 15:57:00.000,90,S,904,5,5.89
S0000601009,1,82323,2018-04-15 15:17:00.000,27,S,904,4,5.89
S0000601010,1,82324,2018-03-23 07:41:00.000,32,S,910,5,1.99
S0000601011,1,82337,2018-04-15 06:41:00.000,78,S,903,4,299.99
S0000601012,1,82395,2018-03-15 20:58:00.000,82,S,909,1,190.5
S0000601013,1,82425,2018-05-04 09:46:00.000,71,S,905,7,399.89
S0000601014,1,82445,2018-04-23 17:59:00.000,106,S,907,8,89.99
S0000601015,1,82508,2018-05-12 21:51:00.000,36,S,905,1,399.89
S0000601016,1,82521,2018-03-26 17:11:00.000,115,S,908,1,82
S0000601017,1,82608,2018-05-13 05:14:00.000,82,S,909,2,190.5
S0000601018,1,1100031,2018-04-17 05:29:00.000,2,S,907,2,89.99
S0000601019,1,1100033,2018-04-14 16:14:00.000,4,S,908,4,82
S0000601020,1,1100035,2018-04-17 15:56:00.000,4,S,908,4,82
S0000601021,1,1100042,2018-05-15 18:03:00.000,5,S,904,7,5.89
S0000601022,1,1100046,2018-04-24 11:21:00.000,5,S,901,7,2.15
S0000601023,1,1100048,2018-04-18 02:55:00.000,91,S,900,5,0.99
S0000601024,1,1100050,2018-04-19 12:37:00.000,62,S,901,1,2.15
S0000601025,1,1100061,2018-04-27 19:20:00.000,115,S,905,4,399.89
S0000601026,1,1100073,2018-03-23 18:37:00.000,106,S,908,8,82
S0000601027,1,1100080,2018-04-07 06:52:00.000,101,S,906,1,24.99
S0000601028,1,1100083,2018-04-12 05:24:00.000,60,S,906,7,24.99
S0000601029,1,1100092,2018-05-02 20:51:00.000,28,S,906,6,24.99
S0000601030,1,1100098,2018-05-06 06:56:00.000,115,S,906,2,24.99
S0000601031,1,1100102,2018-04-27 16:55:00.000,30,S,910,4,1.99
S0000601032,1,1100104,2018-05-12 06:34:00.000,94,S,905,8,399.89
S0000601033,1,1100109,2018-05-04 21:16:00.000,40,S,900,2,0.99
S0000601034,1,1100119,2018-04-15 00:16:00.000,106,S,901,2,2.15
S0000601035,1,1100123,2018-05-07 00:07:00.000,82,S,900,7,0.99
S0000601036,1,1100130,2018-05-14 05:58:00.000,61,S,907,5,89.99
S0000601037,1,1100138,2018-04-11 19:34:00.000,30,S,908,5,82
W0000200000,1,7953,2018-03-12 17:49:00.000,,W,904,5,5.89
W0000200010,1,7754,2018-03-12 20:50:00.000,,W,909,1,190.5
W0000200011,1,39774,2018-03-12 20:50:00.000,,W,901,2,2.15
W0000200108,1,81798,2018-03-13 13:49:00.000,,W,902,8,2.89
W0000200122,1,13316,2018-03-13 16:19:00.000,,W,903,2,299.99
W0000200123,1,77356,2018-03-13 16:19:00.000,,W,901,4,2.15
W0000200125,1,5265,2018-03-13 16:25:00.000,,W,905,3,399.89
W0000200202,1,26055,2018-03-14 03:37:00.000,,W,910,3,1.99
W0000200203,1,58075,2018-03-14 03:37:00.000,,W,902,5,2.89
W0000200224,1,60972,2018-03-14 07:09:00.000,,W,907,6,89.99
W0000200226,1,22826,2018-03-14 07:25:00.000,,W,900,3,0.99
W0000200249,1,21816,2018-03-14 08:51:00.000,,W,908,2,82
W0000200250,1,53836,2018-03-14 08:51:00.000,,W,901,3,2.15
W0000200252,1,27222,2018-03-14 08:52:00.000,,W,908,5,82
W0000200253,1,59242,2018-03-14 08:52:00.000,,W,900,4,0.99
W0000200281,1,55618,2018-03-14 15:04:00.000,,W,911,2,80
W0000200313,1,6145,2018-03-14 17:56:00.000,,W,900,6,0.99
W0000200323,1,31209,2018-03-14 19:41:00.000,,W,902,3,2.89
W0000200332,1,33017,2018-03-14 21:15:00.000,,W,903,6,299.99
W0000200373,1,30479,2018-03-15 02:16:00.000,,W,905,8,399.89
W0000200399,1,41045,2018-03-15 03:22:00.000,,W,907,3,89.99
W0000200418,1,2956,2018-03-15 04:07:00.000,,W,911,3,80
W0000200419,1,5856,2018-03-15 04:36:00.000,,W,905,6,399.89
W0000200420,1,12990,2018-03-15 05:27:00.000,,W,901,3,2.15
W0000200437,1,31776,2018-03-15 08:17:00.000,,W,911,5,80
W0000200438,1,63796,2018-03-15 08:17:00.000,,W,910,5,1.99
W0000200448,1,15869,2018-03-15 11:29:00.000,,W,907,2,89.99
W0000200449,1,47889,2018-03-15 11:29:00.000,,W,907,4,89.99
W0000200450,1,79909,2018-03-15 11:29:00.000,,W,907,4,89.99
W0000200477,1,6136,2018-03-15 14:29:00.000,,W,902,4,2.89
W0000200479,1,5589,2018-03-15 15:27:00.000,,W,909,4,190.5
W0000200490,1,33820,2018-03-15 17:29:00.000,,W,903,5,299.99
W0000200526,1,44753,2018-03-15 23:26:00.000,,W,904,5,5.89
W0000200550,1,1100069,2018-03-16 01:33:00.000,,W,908,6,82
W0000200551,1,46779,2018-03-16 03:08:00.000,,W,902,7,2.89
W0000200564,1,29764,2018-03-16 04:22:00.000,,W,900,4,0.99
W0000200565,1,61784,2018-03-16 04:22:00.000,,W,901,4,2.15
W0000200580,1,46298,2018-03-16 07:39:00.000,,W,904,4,5.89
W0000200602,1,49368,2018-03-16 12:58:00.000,,W,911,1,80
W0000200610,1,76869,2018-03-16 13:45:00.000,,W,908,2,82
W0000200633,1,48080,2018-03-16 15:53:00.000,,W,907,1,89.99
W0000200638,1,56728,2018-03-16 17:44:00.000,,W,911,4,80
W0000200645,1,26982,2018-03-16 18:12:00.000,,W,909,4,190.5
W0000200646,1,59002,2018-03-16 18:12:00.000,,W,901,3,2.15
W0000200708,1,25151,2018-03-16 20:44:00.000,,W,907,3,89.99
W0000200709,1,57171,2018-03-16 20:44:00.000,,W,906,1,24.99
W0000200737,1,29862,2018-03-17 01:07:00.000,,W,903,2,299.99
W0000200750,1,9524,2018-03-17 04:24:00.000,,W,901,4,2.15
W0000200751,1,36082,2018-03-17 04:24:00.000,,W,911,6,80
W0000200782,1,53397,2018-03-17 09:28:00.000,,W,901,8,2.15
W0000200784,1,3546,2018-03-17 09:47:00.000,,W,911,1,80
W0000200785,1,35566,2018-03-17 09:47:00.000,,W,909,4,190.5
W0000200786,1,44306,2018-03-17 09:52:00.000,,W,903,8,299.99
W0000200809,1,18149,2018-03-17 15:54:00.000,,W,906,1,24.99
W0000200810,1,50169,2018-03-17 15:54:00.000,,W,907,2,89.99
W0000200811,1,82189,2018-03-17 15:54:00.000,,W,907,5,89.99
W0000200819,1,29949,2018-03-17 16:49:00.000,,W,910,1,1.99
W0000200825,1,25402,2018-03-17 18:52:00.000,,W,903,7,299.99
W0000200826,1,57422,2018-03-17 18:52:00.000,,W,904,3,5.89
W0000200832,1,37085,2018-03-17 19:27:00.000,,W,902,4,2.89
W0000200841,1,45021,2018-03-17 20:35:00.000,,W,911,3,80
W0000200842,1,77041,2018-03-17 20:35:00.000,,W,902,1,2.89
W0000200843,1,16675,2018-03-17 21:54:00.000,,W,904,8,5.89
W0000200851,1,56535,2018-03-17 22:51:00.000,,W,901,4,2.15
W0000200864,1,27056,2018-03-17 23:11:00.000,,W,900,7,0.99
W0000200865,1,59076,2018-03-17 23:11:00.000,,W,904,1,5.89
W0000200866,1,9402,2018-03-18 00:00:00.000,,W,904,1,5.89
W0000200867,1,41422,2018-03-18 00:00:00.000,,W,907,1,89.99
W0000200921,1,56116,2018-03-18 03:45:00.000,,W,900,5,0.99
W0000200949,1,77858,2018-03-18 05:10:00.000,,W,907,4,89.99
W0000200954,1,32019,2018-03-18 05:20:00.000,,W,900,6,0.99
W0000200956,1,40559,2018-03-18 05:42:00.000,,W,906,4,24.99
